Date,Open,High,Low,Close,Adj Close,Volume
2019-10-07,28.510000,28.760000,28.480000,28.551001,28.205040,29600
2019-10-08,28.270000,28.700001,28.270000,28.430000,28.085506,7000
2019-10-09,28.500000,28.938999,28.500000,28.770000,28.421387,17800
2019-10-10,28.440001,28.980000,28.440001,28.940001,28.589327,17600
2019-10-11,29.563000,29.700001,29.299999,29.360001,29.004238,33000
2019-10-14,29.219999,29.447001,29.219999,29.415001,29.058571,10400
2019-10-15,29.593000,29.941999,29.593000,29.860001,29.498178,9700
2019-10-16,29.879999,30.030001,29.820000,29.820000,29.458662,6800
2019-10-17,30.040001,30.073999,29.900000,29.900000,29.537693,10900
2019-10-18,30.061001,30.150000,29.927999,29.927999,29.565353,3000
2019-10-21,30.110001,30.350000,30.110001,30.250999,29.884439,5700
2019-10-22,30.209999,30.305000,30.200001,30.250000,29.883453,5400
2019-10-23,30.120001,30.280001,30.120001,30.243000,29.876537,7200
2019-10-24,30.546000,30.891001,30.290001,30.430000,30.061272,14400
2019-10-25,30.549999,31.090000,30.549999,31.090000,30.713274,7600
2019-10-28,31.180000,31.427999,31.139999,31.320000,30.940487,10400
2019-10-29,31.240000,31.389999,31.150999,31.260000,30.881214,15800
2019-10-30,31.219999,31.219999,30.950001,31.172001,30.794281,7800
2019-10-31,31.020000,31.030001,30.931999,31.000000,30.624365,4900
2019-11-01,31.160000,31.309999,31.139999,31.290001,30.910852,15900
2019-11-04,31.459999,31.660000,31.459999,31.643000,31.259573,5700
2019-11-05,31.750000,32.019001,31.750000,31.820000,31.434429,9800
2019-11-06,31.930000,31.930000,31.730000,31.900000,31.513458,15400
2019-11-07,32.049999,32.314999,32.029999,32.049999,31.661640,19900
2019-11-08,32.020000,32.040001,31.767000,32.040001,31.651764,5600
2019-11-11,31.950001,32.119999,31.950001,32.090000,31.701157,4400
2019-11-12,32.110001,32.110001,31.709999,31.740000,31.355398,7700
2019-11-13,31.650000,31.688000,31.510000,31.660000,31.276367,9400
2019-11-14,31.600000,31.655001,31.480000,31.645000,31.261549,10200
2019-11-15,31.740000,31.930000,31.740000,31.844000,31.458138,4700
2019-11-18,31.820000,31.820000,31.629999,31.726000,31.341568,4000
2019-11-19,31.830000,32.000000,31.830000,31.965000,31.577671,2600
2019-11-20,31.799999,31.820000,31.280001,31.409000,31.028410,9200
2019-11-21,31.459999,31.530001,31.250000,31.280001,30.900972,5100
2019-11-22,31.360001,31.570000,31.360001,31.559999,31.177578,8500
2019-11-25,31.700001,31.996000,31.639999,31.889999,31.503580,9700
2019-11-26,31.900000,32.029999,31.820000,32.029999,31.641882,6300
2019-11-27,32.020000,32.110001,31.940001,31.993999,31.606319,4400
2019-11-29,31.910000,32.110001,31.910000,31.920000,31.533216,5400
2019-12-02,31.940001,32.070000,31.559999,31.562000,31.179556,7600
2019-12-03,31.410000,31.410000,30.820000,31.093000,30.716238,16600
2019-12-04,31.330000,31.605000,31.330000,31.360001,30.980003,4500
2019-12-05,31.379999,31.410000,31.246000,31.253000,30.874300,4300
2019-12-06,31.690001,31.690001,31.565001,31.565001,31.182520,2300
2019-12-09,31.559999,31.570000,31.430000,31.440001,31.059034,8300
2019-12-10,31.340000,31.461000,31.134001,31.134001,30.756742,9900
2019-12-11,31.250000,31.250000,31.010000,31.100000,30.723154,26800
2019-12-12,31.180000,31.750999,31.180000,31.459999,31.078791,12700
2019-12-13,31.580000,31.754999,31.480000,31.540001,31.157822,7000
2019-12-16,31.639999,32.119999,31.639999,31.889999,31.503580,24900
2019-12-17,31.870001,32.150002,31.830000,32.094002,31.705111,4200
2019-12-18,32.080002,32.150002,31.879999,31.910000,31.523338,4500
2019-12-19,31.940001,32.150002,31.940001,32.150002,31.760431,4700
2019-12-20,32.290001,32.320000,32.160000,32.268002,31.877001,8600
2019-12-23,32.000000,32.290001,32.000000,32.073002,32.073002,8500
2019-12-24,32.025002,32.025002,31.950001,32.014999,32.014999,1000
2019-12-26,32.040001,32.090000,31.930000,32.049999,32.049999,16500
2019-12-27,32.049999,32.049999,31.549999,31.614000,31.614000,9900
2019-12-30,31.660000,31.660000,31.360001,31.430000,31.430000,35400
2019-12-31,31.370001,31.559000,31.370001,31.502001,31.502001,2900
2020-01-02,31.860001,31.955000,31.660000,31.851000,31.851000,9200
2020-01-03,31.180000,31.316999,30.900000,31.170000,31.170000,32000
2020-01-06,30.780001,31.059999,30.780001,31.040001,31.040001,26700
2020-01-07,31.010000,31.160999,30.900999,30.943001,30.943001,42000
2020-01-08,30.889999,31.444000,30.889999,31.275000,31.275000,25400
2020-01-09,31.459999,31.615000,31.304001,31.427000,31.427000,16600
2020-01-10,31.389999,31.410000,31.299000,31.358999,31.358999,3000
2020-01-13,31.370001,31.450001,31.320000,31.410000,31.410000,3500
2020-01-14,31.590000,31.999001,31.590000,31.665001,31.665001,28300
2020-01-15,31.639999,31.879999,31.639999,31.740999,31.740999,19700
2020-01-16,31.910000,32.200001,31.910000,32.200001,32.200001,15000
2020-01-17,32.230000,32.356998,32.119999,32.250000,32.250000,29600
2020-01-21,31.680000,31.927999,30.940001,31.233999,31.233999,38900
2020-01-22,31.490000,31.540001,31.139999,31.209999,31.209999,96500
2020-01-23,31.070000,31.850000,30.575001,31.850000,31.850000,35200
2020-01-24,31.840000,31.840000,30.799999,31.281000,31.281000,73100
2020-01-27,30.240000,30.420000,29.950001,30.250000,30.250000,186700
2020-01-28,30.410000,30.785999,30.389999,30.660000,30.660000,27600
2020-01-29,30.670000,30.839001,30.330000,30.381001,30.381001,71000
2020-01-30,30.000000,30.606001,29.973000,30.598000,30.598000,25200
2020-01-31,30.170000,30.170000,29.770000,29.840000,29.840000,43200
2020-02-03,29.990000,30.433001,29.860001,30.048000,30.048000,51700
2020-02-04,30.500000,30.950001,30.500000,30.900000,30.900000,103200
2020-02-05,31.230000,31.580000,31.180000,31.507000,31.507000,33200
2020-02-06,31.639999,31.799999,31.090000,31.160000,31.160000,10700
2020-02-07,30.940001,30.969999,30.750000,30.809999,30.809999,23000
2020-02-10,30.770000,30.870001,30.600000,30.840000,30.840000,45500
2020-02-11,31.010000,31.570000,31.010000,31.480000,31.480000,13800
2020-02-12,31.610001,31.980000,31.600000,31.920000,31.920000,27100
2020-02-13,31.600000,31.740000,31.559999,31.680000,31.680000,15800
2020-02-14,31.719999,31.790001,31.299999,31.334000,31.334000,19900
2020-02-18,31.209999,31.350000,30.940001,31.100000,31.100000,17700
2020-02-19,31.190001,31.190001,30.840000,30.840000,30.840000,15600
2020-02-20,30.750000,31.070000,30.750000,30.820000,30.820000,4500
2020-02-21,30.610001,30.638000,30.041000,30.441999,30.441999,22100
2020-02-24,29.160000,29.299999,28.400000,28.650000,28.650000,111400
2020-02-25,28.690001,28.988001,26.900000,26.900000,26.900000,120500
2020-02-26,27.120001,27.250000,25.870001,25.959999,25.959999,163000
2020-02-27,25.059999,25.951000,24.139999,24.650000,24.650000,337900
2020-02-28,24.100000,24.440001,23.597000,23.900000,23.900000,398800
2020-03-02,23.820000,23.830000,22.680000,23.750000,23.750000,439000
2020-03-03,24.459999,24.750000,23.129999,23.240000,23.240000,561700
2020-03-04,23.639999,23.870001,22.820000,23.809999,23.809999,402900
2020-03-05,23.080000,23.080000,21.600000,21.660000,21.660000,1093500
2020-03-06,21.090000,22.469999,20.770000,21.930000,21.930000,2370100
2020-03-09,21.000000,21.780001,20.200001,20.440001,20.440001,2032100
2020-03-10,21.379999,21.790001,20.059999,21.700001,21.700001,1578200
2020-03-11,21.080000,21.080000,19.870001,20.180000,20.180000,1099800
2020-03-12,18.240000,19.610001,16.760000,16.790001,16.790001,1848200
2020-03-13,19.870001,19.879999,16.690001,18.209999,18.209999,1955000
2020-03-16,16.260000,16.760000,15.250000,16.219999,16.219999,2540900
2020-03-17,16.639999,17.285999,15.281000,15.980000,15.980000,2049700
2020-03-18,14.910000,14.950000,11.670000,12.760000,12.760000,3329900
2020-03-19,12.680000,12.830000,11.250000,12.160000,12.160000,2956700
2020-03-20,12.870000,14.070000,12.320000,12.490000,12.490000,2439500
2020-03-23,12.840000,12.980000,12.100000,12.580000,12.580000,2416800
2020-03-24,14.340000,15.540000,14.000000,14.970000,14.970000,3442600
2020-03-25,16.900000,17.240000,15.151000,16.320000,16.320000,5416800
2020-03-26,16.980000,18.049999,16.400000,16.820000,16.820000,3943000
2020-03-27,16.510000,16.549999,15.410000,15.550000,15.550000,2307000
2020-03-30,15.000000,15.150000,14.010000,14.600000,14.600000,1872600
2020-03-31,14.960000,15.370000,14.570000,14.730000,14.730000,1057900
2020-04-01,14.090000,14.120000,13.070000,13.100000,13.100000,2160600
2020-04-02,13.300000,13.340000,12.610000,12.660000,12.660000,1725300
2020-04-03,12.960000,12.960000,11.950000,12.300000,12.300000,2806000
2020-04-06,12.850000,13.100000,12.359000,12.810000,12.810000,3104500
2020-04-07,14.290000,14.880000,13.280000,13.410000,13.410000,3991400
2020-04-08,14.070000,14.360000,13.750000,14.260000,14.260000,2791800
2020-04-09,15.410000,15.910000,14.720000,15.300000,15.300000,5727300
2020-04-13,15.820000,15.840000,14.160000,14.560000,14.560000,2955800
2020-04-14,15.150000,15.500000,14.950000,15.010000,15.010000,3309400
2020-04-15,15.320000,15.340000,14.370000,14.790000,14.790000,4200700
2020-04-16,14.560000,14.560000,13.730000,13.810000,13.810000,3070700
2020-04-17,14.760000,14.760000,14.250000,14.350000,14.350000,3145100
2020-04-20,14.070000,14.220000,13.650000,13.990000,13.990000,2185400
2020-04-21,13.750000,13.980000,13.550000,13.730000,13.730000,2187000
2020-04-22,13.950000,13.990000,13.130000,13.400000,13.400000,2615600
2020-04-23,13.540000,13.785000,13.400000,13.400000,13.400000,1646000
2020-04-24,13.550000,13.600000,13.060000,13.360000,13.360000,1438100
2020-04-27,13.610000,13.750000,13.330000,13.410000,13.410000,2460500
2020-04-28,13.740000,14.650000,13.640000,14.430000,14.430000,4933600
2020-04-29,15.010000,15.854000,15.000000,15.630000,15.630000,6854900
2020-04-30,15.430000,15.565000,14.750000,15.190000,15.190000,6074700
2020-05-01,14.600000,14.750000,13.900000,14.090000,14.090000,3464700
2020-05-04,13.000000,13.540000,12.660000,13.480000,13.480000,5295600
2020-05-05,13.850000,13.910000,13.060000,13.110000,13.110000,3756400
2020-05-06,13.220000,13.260000,12.600000,12.710000,12.710000,3898700
2020-05-07,12.740000,13.120000,12.670000,12.800000,12.800000,4188200
2020-05-08,13.090000,13.640000,13.070000,13.640000,13.640000,4136400
2020-05-11,13.380000,13.510000,13.020000,13.250000,13.250000,2703500
2020-05-12,13.280000,13.430000,12.670000,12.680000,12.680000,3375900
2020-05-13,12.710000,12.710000,11.910000,12.150000,12.150000,4442500
2020-05-14,11.830000,12.190000,11.270000,12.150000,12.150000,3832500
2020-05-15,11.960000,12.265000,11.800000,12.000000,12.000000,2006600
2020-05-18,12.840000,13.400000,12.720000,13.390000,13.390000,6371400
2020-05-19,13.810000,13.850000,13.104000,13.210000,13.210000,4051700
2020-05-20,13.550000,13.820000,13.469000,13.690000,13.690000,4402100
2020-05-21,13.820000,14.180000,13.760000,13.920000,13.920000,4055800
2020-05-22,14.040000,14.090000,13.510000,13.700000,13.700000,2985300
2020-05-26,14.780000,15.440000,14.760000,15.310000,15.310000,7031800
2020-05-27,16.590000,16.600000,15.120000,15.990000,15.990000,12641900
2020-05-28,16.010000,16.020000,15.240000,15.340000,15.340000,6555700
2020-05-29,14.900000,15.330000,14.750000,15.090000,15.090000,4112800
2020-06-01,15.220000,15.940000,15.160000,15.670000,15.670000,6237100
2020-06-02,15.970000,16.129999,15.720000,16.010000,16.010000,5877200
2020-06-03,16.450001,17.350000,16.351999,17.180000,17.180000,11285800
2020-06-04,18.010000,19.680000,17.549999,19.170000,19.170000,22983800
2020-06-05,22.049999,22.100000,19.650000,20.090000,20.090000,25463200
2020-06-08,21.180000,21.950001,20.809999,21.940001,21.940001,18657300
2020-06-09,20.650000,20.799999,19.770000,20.459999,20.459999,13007200
