Date,Open,High,Low,Close,Adj Close,Volume
2020-07-13,52.119999,52.450001,50.470001,50.570000,50.570000,354200
2020-07-14,49.590000,50.020000,48.750000,50.009998,50.009998,673900
2020-07-15,50.599998,50.599998,49.834999,50.160000,50.160000,195000
2020-07-16,48.450001,48.810001,48.230000,48.630001,48.630001,329800
2020-07-17,49.080002,49.189999,48.716999,49.139999,49.139999,202000
2020-07-20,49.230000,50.049999,49.119999,49.970001,49.970001,295100
2020-07-21,51.610001,51.610001,50.810001,50.840000,50.840000,386600
2020-07-22,50.389999,50.494999,49.650002,49.990002,49.990002,262200
2020-07-23,50.209999,50.508999,49.200001,49.470001,49.470001,199700
2020-07-24,48.230000,48.810001,47.580002,48.750000,48.750000,313400
2020-07-27,48.720001,49.660000,48.605000,49.570000,49.570000,175700
2020-07-28,49.830002,49.980000,49.500000,49.500000,49.500000,94500
2020-07-29,50.220001,50.779999,50.220001,50.580002,50.580002,171200
2020-07-30,50.139999,50.601002,49.860001,50.529999,50.529999,161200
2020-07-31,50.889999,51.080002,50.299999,50.900002,50.900002,269500
2020-08-03,51.700001,52.530998,51.700001,52.500000,52.500000,205600
2020-08-04,52.660000,53.080002,52.619999,53.080002,53.080002,239600
2020-08-05,53.619999,54.138000,53.599998,54.060001,54.060001,438700
2020-08-06,53.910000,53.990002,53.270000,53.930000,53.930000,172800
2020-08-07,52.500000,52.910000,51.382999,51.869999,51.869999,320300
2020-08-10,51.930000,51.950001,50.630001,50.959999,50.959999,459000
2020-08-11,51.169998,51.470001,50.700001,50.709999,50.709999,207400
2020-08-12,51.200001,51.723000,51.014999,51.529999,51.529999,152900
2020-08-13,51.470001,51.660000,51.150002,51.330002,51.330002,329600
2020-08-14,51.110001,51.189999,50.450001,50.650002,50.650002,353800
2020-08-17,51.279999,51.860001,51.189999,51.799999,51.799999,144400
2020-08-18,52.439999,52.730000,52.139999,52.599998,52.599998,226500
2020-08-19,52.509998,52.699001,52.139999,52.330002,52.330002,237000
2020-08-20,51.849998,52.680000,51.740002,52.619999,52.619999,190500
2020-08-21,52.540001,53.127998,52.410000,53.009998,53.009998,206100
2020-08-24,54.130001,54.205002,53.590000,53.770000,53.770000,192000
2020-08-25,53.919998,54.759998,53.689999,54.709999,54.709999,161900
2020-08-26,55.000000,55.299999,54.713001,55.139999,55.139999,244200
2020-08-27,55.770000,55.770000,54.709999,55.090000,55.090000,207200
2020-08-28,55.070000,55.490002,54.933998,55.330002,55.330002,151400
2020-08-31,54.470001,54.599998,54.060001,54.200001,54.200001,381300
2020-09-01,54.919998,55.849998,54.919998,55.849998,55.849998,220100
2020-09-02,56.369999,56.490002,55.070000,55.650002,55.650002,280600
2020-09-03,54.660000,54.720001,52.841000,53.340000,53.340000,363000
2020-09-04,53.119999,53.443001,51.421001,53.250000,53.250000,266300
2020-09-08,50.669998,51.410000,50.299999,50.770000,50.770000,405200
2020-09-09,51.320000,51.689999,50.939999,51.570000,51.570000,258200
2020-09-10,51.709999,52.000000,50.639999,50.700001,50.700001,257500
2020-09-11,51.480000,51.759998,50.740002,51.209999,51.209999,183200
2020-09-14,51.980000,52.410000,51.935001,52.270000,52.270000,201900
2020-09-15,52.970001,52.970001,52.584999,52.830002,52.830002,241700
2020-09-16,53.020000,53.139999,52.509998,52.590000,52.590000,204600
2020-09-17,51.599998,52.250000,51.500000,52.029999,52.029999,245100
2020-09-18,52.310001,52.310001,51.500000,51.889999,51.889999,112600
2020-09-21,50.779999,51.580002,50.389999,51.580002,51.580002,178700
2020-09-22,51.619999,51.900002,51.049999,51.880001,51.880001,99500
2020-09-23,52.340000,52.500000,51.320000,51.450001,51.450001,194000
2020-09-24,50.630001,51.375000,50.259998,50.970001,50.970001,253900
2020-09-25,50.320000,51.099998,50.110001,51.070000,51.070000,356900
2020-09-28,51.820000,51.910000,51.250000,51.709999,51.709999,143600
2020-09-29,51.549999,51.630001,51.169998,51.290001,51.290001,191700
2020-09-30,51.689999,52.511002,51.689999,52.230000,52.230000,406200
2020-10-01,52.770000,52.950001,52.450001,52.910000,52.910000,338000
2020-10-02,51.869999,52.689999,51.860001,51.910000,51.910000,238500
2020-10-05,52.209999,52.529999,52.165001,52.509998,52.509998,112600
2020-10-06,52.939999,53.634998,52.840000,52.968601,52.968601,250789
